name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Nakh Women Silver Swarovski and Zari Work Jutti/Ethnic Mojari | Handmade Jutti for Women.,women's shoes,Shoes,https://m.media-amazon.com/images/I/71OUjoH3kJL._AC_UL320_.jpg,https://www.amazon.in/Nakh-Women-Ethnic-Mojari-Handmade/dp/B08PYYJM6C/ref=sr_1_2903?qid=1679211519&s=shoes&sr=1-2903,5.0,3,"₹1,600","₹2,999"
POLITA Women's Flip-Flops and Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/71cYqw9J-fL._AC_UL320_.jpg,https://www.amazon.in/Womens-Flip-Flops-Slippers-6-Pink/dp/B084T9Y5TD/ref=sr_1_2904?qid=1679211519&s=shoes&sr=1-2904,3.3,47,₹99,₹499
TWIN SPARK Women's Fashion Wedge Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/51z+l32HhwL._AC_UL320_.jpg,https://www.amazon.in/Spark-Womens-Fashion-Wedge-Sandal/dp/B09G25B7MN/ref=sr_1_2905?qid=1679211519&s=shoes&sr=1-2905,4.0,42,₹549,"₹1,299"
Skechers Synthetic Slipon Womens Casual Wear Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/51SkLR-K4IL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Synthetic-Slipon-Womens-Slippers/dp/B0BHSLL36Y/ref=sr_1_2906?qid=1679211519&s=shoes&sr=1-2906,1.0,1,,"₹3,499"
Foot Care Women's Flip-Flops & Slippers Comfortable Chappal for Women & Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/616jUuXk2+L._AC_UL320_.jpg,https://www.amazon.in/Foot-Care-Flip-Flops-Slippers-Comfortable-Chappal/dp/B0B3DB2QYL/ref=sr_1_2907?qid=1679211519&s=shoes&sr=1-2907,3.3,3,₹299,₹399
Twinsshoe Presents Casual Comfot Wedge Heel Fashion Sandal/Chappals/Flats/Slippers for Womens and girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/71l1v+TFwSL._AC_UL320_.jpg,https://www.amazon.in/Twinsshoe-Casual-Fashion-Chappals-Slippers/dp/B09R2452QY/ref=sr_1_2908?qid=1679211519&s=shoes&sr=1-2908,3.5,21,₹495,"₹1,499"
TRASE Women's Fashion Sandals | Faux Leather Comfortable and Stylish Wedge Slippers | For Casual Wear & Formal Wear Occasi...,women's shoes,Shoes,https://m.media-amazon.com/images/I/61nsuqQ8GOL._AC_UL320_.jpg,https://www.amazon.in/TRASE-43-114-Tan-Wedges-Women/dp/B08HX9ZPL9/ref=sr_1_2909?qid=1679211519&s=shoes&sr=1-2909,3.7,267,₹639,"₹1,599"
FAUSTO Women's Casual Party Beach Fashion Stylish Floral Design Thong Flats Wedges Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/51t60Rq4XCL._AC_UL320_.jpg,https://www.amazon.in/FAUSTO-FST-KI-8855-SKY-37-Fashion/dp/B0BFDB7VY2/ref=sr_1_2910?qid=1679211519&s=shoes&sr=1-2910,,,₹949,"₹2,499"
Planet Wear Girl' s Combo of Pink with Bow and Navy blue Ballerina Bellie/ 33 Euro Size Bellies for 7 Years to 8 Years (1 UK),women's shoes,Shoes,https://m.media-amazon.com/images/I/81yc+XPyepL._AC_UL320_.jpg,https://www.amazon.in/Planet-Wear-Ballerina-Bellie-Bellies/dp/B09NGWFX94/ref=sr_1_2911?qid=1679211519&s=shoes&sr=1-2911,,,₹979,₹999
Fusefit Womens Vienna Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/61zE1ZiMGyL._AC_UL320_.jpg,https://www.amazon.in/Fusefit-Soft-Womens-Vienna-Running/dp/B0999H38DP/ref=sr_1_2912?qid=1679211519&s=shoes&sr=1-2912,4.1,21,₹339,"₹1,699"
AXIUM Woman Transparent heels 3Inch(AXS162),women's shoes,Shoes,https://m.media-amazon.com/images/I/51CttwZwUqL._AC_UL320_.jpg,https://www.amazon.in/AXIUM-Woman-Black-Transparent-AXS162/dp/B0BLWHWVMZ/ref=sr_1_2913?qid=1679211519&s=shoes&sr=1-2913,,,₹899,"₹1,995"
Phonolite Printed fancy and stylish Daily use hawaii chappal slipper for women pack of 4,women's shoes,Shoes,https://m.media-amazon.com/images/I/51BnF968X5L._AC_UL320_.jpg,https://www.amazon.in/PHONOLITE-Printed-stylish-chappal-slipper/dp/B0B9341VC6/ref=sr_1_2914?qid=1679211519&s=shoes&sr=1-2914,,,₹299,₹699
RINDAS Women's |Girl's Running/Walking/Gym/Training/Casual Sports Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/51WN4af4tXL._AC_UL320_.jpg,https://www.amazon.in/RINDAS-Running-Walking-Training-Numeric_6/dp/B0B3XDWMJ7/ref=sr_1_2915?qid=1679211519&s=shoes&sr=1-2915,3.7,116,₹799,"₹1,995"
Kickonn Women's Synthetic Leather Casual & Party Bellies | Women's Formal Bellies,women's shoes,Shoes,https://m.media-amazon.com/images/I/61tqP78mDFL._AC_UL320_.jpg,https://www.amazon.in/Kickonn-Womens-Synthetic-Leather-Bellies/dp/B09H3DFXFS/ref=sr_1_2916?qid=1679211519&s=shoes&sr=1-2916,3.9,6,₹499,₹799
Adiver Women Girls Fashion Slides Daily Slippers Printed PU Flip Flops Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/71KsO5w3VnL._AC_UL320_.jpg,https://www.amazon.in/Fashion-Slides-Slippers-Printed-Sandal/dp/B08Y8RFLP1/ref=sr_1_2917?qid=1679211519&s=shoes&sr=1-2917,4.2,4,₹299,"₹1,299"
Anndy Verse Casual Shoes Loafers Flat Bellies for Women and Girl,women's shoes,Shoes,https://m.media-amazon.com/images/I/51weZaP6ZHL._AC_UL320_.jpg,https://www.amazon.in/Anndy-Verse-Casual-Loafers-Bellies/dp/B0BNB9J7BQ/ref=sr_1_2918?qid=1679211519&s=shoes&sr=1-2918,4.1,7,₹449,₹899
Metro Women Synthetic Comfort Slipon Flats (44-1761),women's shoes,Shoes,https://m.media-amazon.com/images/I/41Jk5nGUE7L._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Synthetic-Blue-Comfort/dp/B0BF4X57PV/ref=sr_1_2919?qid=1679211519&s=shoes&sr=1-2919,,,"₹1,374","₹2,290"
Mochi Women's Synthetic Fashion Sandals (33-3082),women's shoes,Shoes,https://m.media-amazon.com/images/I/613GWQ9-WRL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Antique-Synthetic-Fashion-33-3082/dp/B09R9LD23L/ref=sr_1_2920?qid=1679211519&s=shoes&sr=1-2920,3.2,27,₹968,"₹1,490"
Inc.5 womens 990113 Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61oos3xdH7L._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Wedges-Fashion-Sandal-Women_990113_PINK_4_UK/dp/B0BGKYG958/ref=sr_1_2921?qid=1679211519&s=shoes&sr=1-2921,5.0,1,₹655.32,"₹2,599"
Metro Women Synthetic Sandals (33-1354),women's shoes,Shoes,https://m.media-amazon.com/images/I/61VHytofUcS._AC_UL320_.jpg,https://www.amazon.in/Metro-Women-Synthetic-Sandals-33-1354/dp/B095MDNBB9/ref=sr_1_2922?qid=1679211519&s=shoes&sr=1-2922,3.9,11,₹645,"₹1,290"
"Bella Toes Women's Smart Casual Shoes Sneakers for Girls, 510 Stylish",women's shoes,Shoes,https://m.media-amazon.com/images/I/31RnOreZ8yL._AC_UL320_.jpg,https://www.amazon.in/Bella-Toes-Womens-Sneakers-Numeric_5/dp/B0BNV333W8/ref=sr_1_2923?qid=1679211519&s=shoes&sr=1-2923,3.9,78,₹749,"₹1,999"
Ortho + Rest 100% Comfort Extra Soft Casual Flip Flop Footwear Ortho-Pedic Slippers for Women & Girls Daily Use,women's shoes,Shoes,https://m.media-amazon.com/images/I/61x24lPpYKL._AC_UL320_.jpg,https://www.amazon.in/Ortho-Rest-Footwear-Ortho-Pedic-numeric_6/dp/B08YZ1G3X4/ref=sr_1_2924?qid=1679211519&s=shoes&sr=1-2924,3.9,50,₹353,₹699
Liberty Senorita Ladies LAF-1122 Flip-Flop,women's shoes,Shoes,https://m.media-amazon.com/images/I/51YPocDpLcL._AC_UL320_.jpg,https://www.amazon.in/Liberty-Senorita-Ladies-LAF-1122-Flip-Flop/dp/B0BVZPRLGX/ref=sr_1_2925?qid=1679211519&s=shoes&sr=1-2925,,,,"₹1,099"
MYRA Women's Abstract Pattern Block Heel Bellies - MS1475C,women's shoes,Shoes,https://m.media-amazon.com/images/I/71aXCDenjWL._AC_UL320_.jpg,https://www.amazon.in/MYRA-Womens-Abstract-Pattern-Bellies/dp/B0BBGXK71N/ref=sr_1_2926?qid=1679211519&s=shoes&sr=1-2926,3.2,4,₹899,₹999
BATA Women's Willow Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/3101DG9KC8L._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Fashion-Sandals-6-6515158/dp/B08BD79CVT/ref=sr_1_2927?qid=1679211519&s=shoes&sr=1-2927,3.6,8,"₹2,219","₹2,999"
SHREE OL Rajasthani Jaipuri Work Kolhapuri Ethnic Womens Girls Ladies Flip Flop Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61EpJ8EO-NL._AC_UL320_.jpg,https://www.amazon.in/Shree-Rajasthani-Kolhapuri-Partywear-selipper/dp/B077SSCPDK/ref=sr_1_2928?qid=1679211519&s=shoes&sr=1-2928,3.7,77,,₹299
Puma Womens Better Foam Prowl Slip WN's Walking Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/615be7HoCTL._AC_UL320_.jpg,https://www.amazon.in/Puma-Carnation-Pink-Metallic-Walking-37654208/dp/B0B42HH8PM/ref=sr_1_3025?qid=1679211521&s=shoes&sr=1-3025,4.3,13,,
BATA Women's Dew-s-comfort-ss19 Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/816l8u7m3cL._AC_UL320_.jpg,https://www.amazon.in/BATA-Women-Dew-S-Comfort-Sandals-5615423/dp/B09ZYKCSDY/ref=sr_1_3026?qid=1679211521&s=shoes&sr=1-3026,2.8,50,₹628,₹849
BATA Womens Jess Ballet Flats,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71vjFesWgtL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Ballet-Flats-7-5516913/dp/B08GJG26FM/ref=sr_1_3027?qid=1679211521&s=shoes&sr=1-3027,4.1,49,,₹799
Sparx Women's Modern Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81-NXmCnuVL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Womens-Trending-Synthetic-Shoes/dp/B07KNLPQ3G/ref=sr_1_3028?qid=1679211521&s=shoes&sr=1-3028,4.1,203,₹781,₹999
TRYME Stylish Comfortable Lightweight SlipOn Flip Flop Slipper Daily Use Chappal For Women's And Girl's,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41dq5-er80L._AC_UL320_.jpg,https://www.amazon.in/TRYME-Stylish-Comfortable-Lightweight-Slipper/dp/B0B6RG6CR9/ref=sr_1_3029?qid=1679211521&s=shoes&sr=1-3029,3.2,4,₹464,₹899
XE Looks Elegant Sandals For Women,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41gh+J0nIoL._AC_UL320_.jpg,https://www.amazon.in/XE-Looks-Elegant-Black-Sandals/dp/B09FZ7XTCZ/ref=sr_1_3030?qid=1679211521&s=shoes&sr=1-3030,3.8,14,₹478,"₹1,299"
Shoetap Lightweight and Comfortable Jutti/Belly for Women and Girls,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51aWW+-HlfL._AC_UL320_.jpg,https://www.amazon.in/Shoetap-Lightweight-Comfortable-Jutti-Black-7/dp/B0BPXKFD29/ref=sr_1_3031?qid=1679211521&s=shoes&sr=1-3031,,,₹355,₹699
TRYME Women's And Girls Fashionable And Comfortable Stylish Ethnic Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61XjvkDDfhL._AC_UL320_.jpg,https://www.amazon.in/TRYME-Womens-Fashionable-Comfortable-Stylish/dp/B0BGC9DK41/ref=sr_1_3032?qid=1679211521&s=shoes&sr=1-3032,,,₹574,"₹1,199"
Khadim's Waves Heel Thong Slippers for Women,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61eJIesZmJL._AC_UL320_.jpg,https://www.amazon.in/Khadims-Waves-Thong-Slippers-Women/dp/B0B6CKRMK1/ref=sr_1_3033?qid=1679211521&s=shoes&sr=1-3033,3.2,5,₹419,₹599
XE Looks Stylish Flat Sandals For Women,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41mg7YDYGPL._AC_UL320_.jpg,https://www.amazon.in/XE-Looks-Stylish-Black-Sandals/dp/B09FZ68KRZ/ref=sr_1_3034?qid=1679211521&s=shoes&sr=1-3034,4.6,3,₹478,"₹1,299"
fashion woman and girl Hunt Heel sandal New Look heel sandal,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61HRW+kbu0L._AC_UL320_.jpg,https://www.amazon.in/fashion-woman-sandal-Black-numeric_7/dp/B0BR4G2BDJ/ref=sr_1_3035?qid=1679211521&s=shoes&sr=1-3035,2.0,2,₹399,₹999
"Skywalk Gold Slippers Extra Soft, Lightweight, Comfortable & Casual Footwear for Casual Slipper/Slipper/Women Slipper/Flat...",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51kcmNxe+VL._AC_UL320_.jpg,https://www.amazon.in/Skywalk-Gold-Slippers-Lightweight-Comfortable/dp/B0BHYNWPB7/ref=sr_1_3036?qid=1679211521&s=shoes&sr=1-3036,3.0,18,₹279,₹999
"Yo Jaipuri Women's Ethnic Flats, Women's Traditional Slip-On Slipper, Rajasthani Chappal Banjara Style (Ethnic Flats)",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71PQfpdlcHL._AC_UL320_.jpg,https://www.amazon.in/Yo-Jaipuri-Traditional-Rajasthani-Banjara/dp/B0BRKGF8B9/ref=sr_1_3037?qid=1679211521&s=shoes&sr=1-3037,4.0,1,₹499,₹799
Puma Womens Shuffle Max WNS V2 Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71lFqFTFltL._AC_UL320_.jpg,https://www.amazon.in/Puma-Shuffle-White-Team-Gold-Black-Sneaker/dp/B0BP7T4423/ref=sr_1_3038?qid=1679211521&s=shoes&sr=1-3038,4.1,4,"₹2,399","₹3,999"
Bourge womens Gallery-z57 Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91edOseJbGL._AC_UL320_.jpg,https://www.amazon.in/Bourge-Womens-Gallery-Z57-Flip-Flops-5-Gallery-109-05/dp/B08MBCPWHJ/ref=sr_1_3039?qid=1679211521&s=shoes&sr=1-3039,4.1,116,₹389,₹799
BATA Women's Brooke E Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/613aX6bxynL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Brooke-Slipper-7-6718306/dp/B0BFF4RTLB/ref=sr_1_3040?qid=1679211521&s=shoes&sr=1-3040,,,₹758,"₹1,099"
Khadim's Silver Mule Heel Sandal for Women,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61rQyEAr-eL._AC_UL320_.jpg,https://www.amazon.in/Khadims-Silver-Mule-Sandal-Women/dp/B0B82WQVQR/ref=sr_1_3041?qid=1679211521&s=shoes&sr=1-3041,,,₹699,₹999
"TRASE Women's Flip-Flops & Slippers | Doctor Ortho Comfortable Chappal for Women & Girls | Light weight, Soft Footbed, Com...",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/512iwNRBlYL._AC_UL320_.jpg,https://www.amazon.in/TRASE-Flip-Flops-Slippers-Comfortable-Pain-Green/dp/B0B46CL8F8/ref=sr_1_3042?qid=1679211521&s=shoes&sr=1-3042,3.9,318,₹599,"₹1,199"
Bourge Womens Reef-502 Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81HnljkfvDL._AC_UL320_.jpg,https://www.amazon.in/Bourge-Womens-Running-Shoes-7-Reef-502/dp/B08DB8GLJP/ref=sr_1_3043?qid=1679211521&s=shoes&sr=1-3043,4.2,16,₹299,"₹1,499"
Apratim Velvet Women's Casual Black Color Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Pddl-bdlL._AC_UL320_.jpg,https://www.amazon.in/Apratim-Velvet-Womens-Casual-Slipper/dp/B07TBRMZ27/ref=sr_1_3044?qid=1679211521&s=shoes&sr=1-3044,1.0,1,₹285,₹999
Colo Flat Sandal & Slipper For Women's and Girl's|Stylish Flat Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Aiw-EAbTL._AC_UL320_.jpg,https://www.amazon.in/Colo-Sandal-Slipper-Stylish-DY-2/dp/B0BNQK56F7/ref=sr_1_3045?qid=1679211521&s=shoes&sr=1-3045,,,₹399,₹999
"FLITE Daily Use Slippers For Women/Bathroom Slippers/Home Slippers/All day wear FL-406 (Tan, numeric_6)",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31OlOVTasiL._AC_UL320_.jpg,https://www.amazon.in/Daily-Slippers-Bathroom-FL-406-numeric_6/dp/B09XHW1DN3/ref=sr_1_3046?qid=1679211521&s=shoes&sr=1-3046,4.5,15,₹298,₹349
MYRA Women's Sequin & Embellished Wedges Sandal - MS1262C,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71d2sEMzRFS._AC_UL320_.jpg,https://www.amazon.in/Womens-Green-Sequin-Embroidered-Wedges/dp/B0998S1N1K/ref=sr_1_3047?qid=1679211521&s=shoes&sr=1-3047,3.5,69,₹499,₹899
Angel Sales Women's Multi Color Bow Wedge Heel - FEMOF_19,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61GVYxiiCkL._AC_UL320_.jpg,https://www.amazon.in/Angel-Sales-Womens-Multi-Color/dp/B0BRQR3P6C/ref=sr_1_3048?qid=1679211521&s=shoes&sr=1-3048,3.0,1,₹595,"₹1,190"
TWINS SHOE Fashion Wedge,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/719w0B01kNL._AC_UL320_.jpg,https://www.amazon.in/TWINS-SHOE-B-801-GR-TWINSSHOE-Fashion/dp/B09HMQDVJ4/ref=sr_1_3049?qid=1679211521&s=shoes&sr=1-3049,3.7,17,₹480,₹999
Adidas Womens Courtflash W Tennis Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71WYFA3yefL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Womens-Control-legind-GZ0707/dp/B096NBS6RY/ref=sr_1_3050?qid=1679211521&s=shoes&sr=1-3050,3.8,11,"₹4,774","₹6,999"
Amazon Brand - Symbol Womens Ballet Flat,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61bUuhFUGLL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Symbol-Ballets-SY-BF07/dp/B093DQKC19/ref=sr_1_3051?qid=1679211521&s=shoes&sr=1-3051,4.5,21,₹299,"₹1,499"
Sparx Womens Sl-211 Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71vw7Q-+7QL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Women-SL-211-Sports-SX0211L_BKPC_0006/dp/B0BHDR2B7N/ref=sr_1_3052?qid=1679211521&s=shoes&sr=1-3052,4.2,14,,"₹1,199"
Bruno Manetti Women's Slipon Back Open Round Toe Upper Cross Strap Comfort Wedges,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61yJPlgWsxL._AC_UL320_.jpg,https://www.amazon.in/Bruno-Manetti-Womens-Slipon-Comfort/dp/B0BFHY5YFV/ref=sr_1_3053?qid=1679211521&s=shoes&sr=1-3053,,,"₹1,799","₹3,999"
JM LOOKS Women's Transparent Top Heels,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/614lbU0RCAL._AC_UL320_.jpg,https://www.amazon.in/JM-LOOKS-Womens-Transparent-Heels/dp/B0BFFSLW1Y/ref=sr_1_3054?qid=1679211521&s=shoes&sr=1-3054,5.0,3,₹631,"₹1,995"
"BATA Women WILDFLEX Grey Casual Shoes, (5892010)",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61PZob+J9RL._AC_UL320_.jpg,https://www.amazon.in/BATA-Women-WILDFLEX-Casual-5892010/dp/B09XDH8983/ref=sr_1_3055?qid=1679211521&s=shoes&sr=1-3055,3.4,12,₹896,"₹1,299"
ORTHO JOY Fancy doctor slippers | Soft chappal for women | Comfortable Footwear for women,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51btNLWaZfL._AC_UL320_.jpg,https://www.amazon.in/ORTHO-JOY-slippers-Comfortable-Footwear/dp/B09VLCKXV6/ref=sr_1_3056?qid=1679211521&s=shoes&sr=1-3056,3.7,76,₹798,₹999
Nike Womens WMNS Air Force 1 '07 Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/613HmnmaO6L._AC_UL320_.jpg,https://www.amazon.in/Nike-Womens-Force-Sneaker-DD8959-100/dp/B08QBLQP2Z/ref=sr_1_3057?qid=1679211521&s=shoes&sr=1-3057,4.5,"1,738",,"₹8,195"
MICHICK Woman Trending Stylish Fancy and Comfort Heel Fashion Sandal NEW BLOCK HEELS,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61H8QJYrQuL._AC_UL320_.jpg,https://www.amazon.in/MICHICK-Trending-Stylish-Comfort-Fashion/dp/B09W9L64NV/ref=sr_1_3058?qid=1679211521&s=shoes&sr=1-3058,2.9,40,₹375,₹799
Shoetopia Women Zipper & Lace Up Block Heeled Boots,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81WkWkxkoDL._AC_UL320_.jpg,https://www.amazon.in/Shoetopia-Women-Black-Zipper-Heeled/dp/B09NSH1QMJ/ref=sr_1_3059?qid=1679211521&s=shoes&sr=1-3059,3.4,51,₹799,"₹1,995"
United Colors of Benetton Women's 22p8cffpl053i Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81O22f1srmL._AC_UL320_.jpg,https://www.amazon.in/Womens-Multi-Layered-Cushioned-Fushia-slippers/dp/B09NHSFJQ6/ref=sr_1_3060?qid=1679211521&s=shoes&sr=1-3060,4.0,58,₹585,₹699
NAFASF Women's Fashion Sandals | Comfortable for All Formal and Casual Occassions | Casual and Stylish Heels | Women's Pai...,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61jiUiGz9wL._AC_UL320_.jpg,https://www.amazon.in/NAFASF-Fashion-Comfortable-Occassions-numeric_8/dp/B0BTDG9844/ref=sr_1_3061?qid=1679211521&s=shoes&sr=1-3061,,,₹449,"₹1,499"
Podolite Women Ortho slippers | Soft comfortable and stylish flip flop slippers for Women in exciting colors |Lightweight...,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51CpXr0Ur3L._AC_UL320_.jpg,https://www.amazon.in/Podolite-slippers-comfortable-Lightweight-numeric_10/dp/B0BSRZDJD5/ref=sr_1_3062?qid=1679211521&s=shoes&sr=1-3062,5.0,1,,₹499
Heelnfeels Ladies Sandal/Fancy Sandal/Sandal for Women Medium Heel Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51CfDFUf4oL._AC_UL320_.jpg,https://www.amazon.in/Heelnfeels-Ladies-Sandal-Fancy-Medium/dp/B0BRKZXXHG/ref=sr_1_3063?qid=1679211521&s=shoes&sr=1-3063,,,₹767,"₹1,999"
"Rhysley 100% Pure Leather Silk White Sequins, Beads, Cutdana & Dabka Work Hand Embroidered Punjabi Jutti for Women",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71eU3JmBaKL._AC_UL320_.jpg,https://www.amazon.in/Rhysley-Leather-Sequins-Cutdana-Embroidered/dp/B0BNDSSR5P/ref=sr_1_3064?qid=1679211521&s=shoes&sr=1-3064,5.0,1,"₹1,640","₹2,499"
Adidas Unisex-Adult Adilette Shower Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/416lF-jYwRL._AC_UL320_.jpg,https://www.amazon.in/Adidas-Unisex-Wonder-Adilette-Sandals/dp/B09NW8SHMT/ref=sr_1_3065?qid=1679211521&s=shoes&sr=1-3065,4.0,99,"₹1,349","₹2,699"
Dashny Combo Pack of 2 Soft Comfortable Slippers & Flip-Flops for Women Multicolor (Combo-(2)-282-283),women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Z92vQhx9L._AC_UL320_.jpg,https://www.amazon.in/Dashny-Comfortable-Flip-Flops-Combo-282-283/dp/B08WPD543C/ref=sr_1_3066?qid=1679211521&s=shoes&sr=1-3066,3.8,7,₹418,₹998
Nike Womens W Renew Serenity Run PRM Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61vPf7rr5cL._AC_UL320_.jpg,https://www.amazon.in/Nike-Serenity-Phantom-Amethyst-Ash-Photon/dp/B0B28BTF3L/ref=sr_1_3067?qid=1679211521&s=shoes&sr=1-3067,4.4,21,"₹3,251","₹7,195"
Marc Loire Women's Peep Toe Block Heel Party & Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61xUmiVOWLL._AC_UL320_.jpg,https://www.amazon.in/Marc-Loire-Fashion-Sandals-numeric_5/dp/B09N97WM6G/ref=sr_1_3068?qid=1679211521&s=shoes&sr=1-3068,3.8,31,₹983,"₹2,399"
Clarks Women's Illeana Pump Black Smooth,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31M911O35yL._AC_UL320_.jpg,https://www.amazon.in/Clarks-Womens-Illeana-Blush-26162148/dp/B09NR7W8PH/ref=sr_1_3069?qid=1679211521&s=shoes&sr=1-3069,4.0,10,"₹3,249","₹6,499"
SOLETHREADS SERENE | Cushion | Comfortable | Cute | Soft | Squishy Footbed | Anti-Skid Sole | Flip Flops for Women,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71MFDduzP-L._AC_UL320_.jpg,https://www.amazon.in/SOLETHREADS-SERENE-Cushion-Comfortable-Anti-Skid/dp/B0BRZQD1HP/ref=sr_1_3070?qid=1679211521&s=shoes&sr=1-3070,3.6,55,₹499,₹599
